branch_segment,snv_count,snv_count_age,opportunity,snv_count_per_gb,snv_count_age_per_gb,patient_id
internal_0_pre_wgd,448,79,2.9021397943697687,154.36885599692076,27.221293803028434,SPECTRUM-OV-002
internal_0_post_wgd,2382,348,4.532839266902942,525.4984480461183,76.77307301429435,SPECTRUM-OV-002
clone_1,102,6,1.6313726416330319,62.5240349120335,3.677884406590206,SPECTRUM-OV-002
clone_0,100,17,4.53283466284929,22.061250285520252,3.7504125485384425,SPECTRUM-OV-002
internal_0_pre_wgd,95,5,0.504441545712538,188.32707338926616,9.911951231014008,SPECTRUM-OV-003
internal_0_post_wgd,348,16,0.6026231227781529,577.4753520835463,26.550590900392933,SPECTRUM-OV-003
clone_0,17,0,0.09176869004783882,185.2483672932232,0.0,SPECTRUM-OV-003
clone_1,130,7,0.5276175312969137,246.39059979764633,13.267186142950187,SPECTRUM-OV-003
internal_0,2211,341,2.465599999999883,896.7391304348251,138.3030499675601,SPECTRUM-OV-004
clone_0/2,384,38,2.46559953724636,155.74305324086015,15.41207297696012,SPECTRUM-OV-004
clone_1,280,30,2.4655919370701906,113.56299304446863,12.167463540478781,SPECTRUM-OV-004
internal_0,4122,170,1.6628999999076255,2478.8020928672668,102.23104216094987,SPECTRUM-OV-006
clone_0/1/3,1174,46,1.6628999974401892,705.995551029656,27.66251733165603,SPECTRUM-OV-006
clone_2/4,570,19,1.133336859804262,502.9396115277186,16.764653717590623,SPECTRUM-OV-006
internal_0,2937,172,1.8783731882901695,1563.5870541111528,91.56859833405457,SPECTRUM-OV-007
clone_1,188,12,1.1344469484548552,165.71951668260968,10.57784149037934,SPECTRUM-OV-007
clone_3,194,5,0.6571537604624705,295.21249313626834,7.608569410728565,SPECTRUM-OV-007
clone_0_pre_wgd,1264,88,1.245530351826214,1014.8287419465174,70.6526339329854,SPECTRUM-OV-008
clone_0_post_wgd,3242,143,1.5892296282894667,2039.982103460692,89.98070351476834,SPECTRUM-OV-008
internal_0,1348,109,1.7470800000000002,771.5731391808044,62.389816150376625,SPECTRUM-OV-009
internal_1,421,25,1.7470799999997826,240.97351008542964,14.309590860179906,SPECTRUM-OV-009
clone_0,348,16,1.7470799841104474,199.18950658529212,9.158138233806534,SPECTRUM-OV-009
clone_3,353,19,1.3103343725019365,269.3968863275609,14.50011569468458,SPECTRUM-OV-009
clone_1,236,15,1.7351358462307531,136.0124053183872,8.644856270236476,SPECTRUM-OV-009
clone_2,1044,52,1.747079999855592,597.5685143704317,29.763948991630695,SPECTRUM-OV-009
internal_0_pre_wgd,242,40,2.231345985704894,108.45471816131237,17.92639969608469,SPECTRUM-OV-014
internal_0_post_wgd,3282,333,3.25434892070074,1008.4966547758211,102.32461488127618,SPECTRUM-OV-014
clone_0/1,150,7,1.6575885042751533,90.49290557525524,4.2230022601785775,SPECTRUM-OV-014
clone_4/5,103,3,0.998044921448924,103.20176756219398,3.005876725112446,SPECTRUM-OV-014
clone_3,143,9,1.0418319327387189,137.2582232376851,8.638629434539622,SPECTRUM-OV-014
clone_2,41,1,1.3278614332175749,30.876715728275844,0.7530906275189231,SPECTRUM-OV-014
internal_0,1256,111,1.8556399938447405,676.8554267887203,59.81763724008594,SPECTRUM-OV-022
internal_1,201,16,1.8556370989354636,108.31859317498507,8.622375576118214,SPECTRUM-OV-022
clone_0,94,8,1.789253094437087,52.53588790331148,4.471139396026509,SPECTRUM-OV-022
clone_3,124,11,0.9526665433301982,130.1609685657042,11.546537534054405,SPECTRUM-OV-022
clone_1,79,4,1.841911776565651,42.89021928471514,2.1716566726438042,SPECTRUM-OV-022
clone_2,370,28,1.806023663134419,204.86996242222634,15.503672831952263,SPECTRUM-OV-022
internal_0,1156,117,0.7741799992640606,1493.1927989600604,151.12764487744556,SPECTRUM-OV-025
internal_1_pre_wgd,214,12,0.7741799309671377,276.42152869122083,15.500272636890887,SPECTRUM-OV-025
internal_1_post_wgd,1266,31,1.4043793266540106,901.4658475614955,22.073808273622717,SPECTRUM-OV-025
clone_0,111,3,0.9562900605864221,116.07356865335596,3.1371234771177288,SPECTRUM-OV-025
clone_1,14,1,1.404361393267001,9.968943939302868,0.7120674242359191,SPECTRUM-OV-025
clone_3_pre_wgd,190,16,0.7557899446832629,251.3926009952744,21.169903241707317,SPECTRUM-OV-025
clone_3_post_wgd,439,42,1.2340360038167755,355.7432673294846,34.03466338915342,SPECTRUM-OV-025
internal_0,2777,164,1.7181000000000002,1616.320353879285,95.45428089168266,SPECTRUM-OV-026
internal_1,244,9,1.7181000000000002,142.01734474128395,5.238344683080146,SPECTRUM-OV-026
clone_1,111,8,1.7180844730117721,64.60683496278791,4.656348465786516,SPECTRUM-OV-026
clone_0,11,0,1.7180999999937736,6.402421279343382,0.0,SPECTRUM-OV-026
internal_2,52,2,1.7180913101339252,30.26614458340203,1.1640824839770012,SPECTRUM-OV-026
clone_2,36,3,1.5448247295528665,23.30361452099477,1.9419678767495643,SPECTRUM-OV-026
clone_3,280,12,1.7170974238906453,163.0658785600927,6.988537652575402,SPECTRUM-OV-026
internal_0,2542,156,2.1090999999334104,1205.253425669839,73.96519842820412,SPECTRUM-OV-031
internal_1,436,19,2.1090975657209996,206.72348547846929,9.008592257089258,SPECTRUM-OV-031
clone_1,182,14,1.8049839553337066,100.83192122688521,7.756301632837324,SPECTRUM-OV-031
clone_0,119,4,2.1089129407057783,56.42717520628183,1.8967117716397255,SPECTRUM-OV-031
internal_2,4,0,2.108353223918664,1.8972153027401406,0.0,SPECTRUM-OV-031
clone_2,361,19,1.7185295228032635,210.06331006239404,11.055963687494422,SPECTRUM-OV-031
clone_3,373,19,2.0673806056634545,180.4215435600928,9.190373532551645,SPECTRUM-OV-031
internal_0_pre_wgd,387,30,1.0602999738566734,364.9910492710367,28.293879788452458,SPECTRUM-OV-036
internal_0_post_wgd,1477,80,1.5143199347011906,975.3553170330847,52.82899482914474,SPECTRUM-OV-036
internal_1,1100,40,1.5135676603089157,726.7597140490518,26.427625965420066,SPECTRUM-OV-036
clone_0,90,3,1.4154702146859253,63.583111157142824,2.1194370385714274,SPECTRUM-OV-036
clone_1,89,5,1.386534718753637,64.18880017660325,3.606112369472093,SPECTRUM-OV-036
internal_2,883,21,1.5126209015953274,583.7549904729728,13.8831877688929,SPECTRUM-OV-036
clone_3,89,4,0.7403289073606459,120.21683756385362,5.403003935454095,SPECTRUM-OV-036
clone_2,190,5,1.4935418196166337,127.21438228543859,3.347746902248384,SPECTRUM-OV-036
internal_0,969,86,1.9352147512681315,500.7196226491255,44.439512433255715,SPECTRUM-OV-037
internal_1,53,3,1.9318709269709988,27.43454506202403,1.5528987770956997,SPECTRUM-OV-037
internal_2,38,2,1.9118548058671485,19.875986337134304,1.0461045440597,SPECTRUM-OV-037
clone_2,58,2,0.3529853784865235,164.3127549607961,5.665957067613658,SPECTRUM-OV-037
clone_1,93,7,1.869230311294082,49.75309860860078,3.7448568845183385,SPECTRUM-OV-037
clone_0,137,4,0.6822013410631875,200.82047887283565,5.863371645922209,SPECTRUM-OV-037
clone_3,273,21,1.8967951582009066,143.9269806334481,11.07130620257293,SPECTRUM-OV-037
internal_0_pre_wgd,233,30,1.5552599999999999,149.81417897972045,19.289379267775164,SPECTRUM-OV-044
internal_0_post_wgd,503,76,2.24434,224.11934020692055,33.86296193981305,SPECTRUM-OV-044
internal_1,675,77,2.24434,300.7565698601816,34.308527228494796,SPECTRUM-OV-044
clone_0,868,61,2.244339999999957,386.75067057576683,27.179482609587303,SPECTRUM-OV-044
clone_1,842,47,2.2430586143783167,375.38029305282674,20.953531797485578,SPECTRUM-OV-044
clone_2,8,1,0.5042209231930151,15.866061149028537,1.9832576436285672,SPECTRUM-OV-044
clone_3,129,21,0.9007601803674019,143.21236974239193,23.313641585970778,SPECTRUM-OV-044
internal_0,727,40,0.69506,1045.952867378356,57.548988576525765,SPECTRUM-OV-045
internal_1_pre_wgd,21,0,0.6950599999989258,30.213219002722724,0.0,SPECTRUM-OV-045
internal_1_post_wgd,115,9,1.3901137812956268,82.72704115832636,6.474290177608149,SPECTRUM-OV-045
clone_3,160,9,1.3896999255464189,115.13276863499095,6.476218235718242,SPECTRUM-OV-045
clone_1,76,4,1.166572850715113,65.14809594052507,3.428847154764477,SPECTRUM-OV-045
clone_0_pre_wgd,61,0,0.6950594510387705,87.76227689420686,0.0,SPECTRUM-OV-045
clone_0_post_wgd,241,15,1.385688691301132,173.92073812315388,10.824942206835305,SPECTRUM-OV-045
clone_2_pre_wgd,49,2,0.22960193265914342,213.41283774271696,8.710728071131305,SPECTRUM-OV-045
clone_2_post_wgd,20,1,0.22701735507471044,88.09899134547703,4.404949567273851,SPECTRUM-OV-045
internal_0,1884,121,1.6540601503630372,1139.0154098002392,73.15332515171387,SPECTRUM-OV-046
internal_1,1,0,1.6015969423564267,0.6243768163847152,0.0,SPECTRUM-OV-046
clone_2,183,8,0.9142460722873933,200.16492883818913,8.750379402762366,SPECTRUM-OV-046
clone_1,9,2,0.45761411054076434,19.667225709811845,4.37049460218041,SPECTRUM-OV-046
clone_4,8,0,0.45703831604052947,17.504002879466615,0.0,SPECTRUM-OV-046
clone_0/3,336,10,1.4611882813492216,229.94983212549906,6.843745003735091,SPECTRUM-OV-046
clone_0_pre_wgd,299,39,0.7450825102597118,401.29783733049675,52.34319617354305,SPECTRUM-OV-049
clone_0_post_wgd,520,30,1.0257301529257947,506.95594598321105,29.24745842210833,SPECTRUM-OV-049
root,2344,133,2.019414908013657,1160.7322451162909,65.8606606657281,SPECTRUM-OV-050
clone_0,99,0,0.5255650241617693,188.36869930204435,0.0,SPECTRUM-OV-050
clone_1,49,0,0.32842912909654,149.19504897385858,0.0,SPECTRUM-OV-050
clone_2,236,2,0.829650556696159,284.4571104005536,2.4106534779707927,SPECTRUM-OV-050
clone_3,595,1,0.38850837702527174,1531.4985086185063,2.573947073308414,SPECTRUM-OV-050
internal_0_pre_wgd,829,60,2.1536121735220863,384.9346740291809,27.860169411038424,SPECTRUM-OV-051
internal_0_post_wgd,4471,229,2.808665674679966,1591.8590953369517,81.53337795396152,SPECTRUM-OV-051
clone_0,182,7,0.3999979542514693,455.0023270508551,17.500089501955966,SPECTRUM-OV-051
clone_1,580,25,2.7587585850007104,210.239490745382,9.062047014887156,SPECTRUM-OV-051
internal_0_pre_wgd,313,40,1.7512199992493658,178.7325408196359,22.841219274074874,SPECTRUM-OV-052
internal_0_post_wgd,2407,154,2.7475799972678008,876.0436465520661,56.04932346033161,SPECTRUM-OV-052
clone_1/2,320,21,1.4323643409622449,223.40684618344235,14.661074280788403,SPECTRUM-OV-052
clone_0,499,21,2.7475799614715184,181.6143686434338,7.643089662348918,SPECTRUM-OV-052
internal_0_pre_wgd,97,16,0.9769742024955771,99.28614261484466,16.37709568904654,SPECTRUM-OV-065
internal_0_post_wgd,1311,240,1.5021411692083517,872.7541904007027,159.77193416946503,SPECTRUM-OV-065
clone_0,67,6,0.43089735724173045,155.48946605029528,13.92442979554883,SPECTRUM-OV-065
clone_1,132,7,0.8712184431643593,151.51194403158155,8.034724304705081,SPECTRUM-OV-065
clone_2,37,3,1.4822623293573558,24.96184330343306,2.023933240818897,SPECTRUM-OV-065
clone_0_pre_wgd,1075,58,1.1253762653829127,955.2360690975014,51.53831814665589,SPECTRUM-OV-068
clone_0_post_wgd,1241,62,1.6683474826373115,743.8498351903503,37.16252198372419,SPECTRUM-OV-068
clone_0,4412,336,2.4149999991174784,1826.9151145392514,139.1304348334516,SPECTRUM-OV-070
internal_0_pre_wgd,646,35,1.6283999997571896,396.7084255074459,21.49349054606905,SPECTRUM-OV-071
internal_0_post_wgd,3392,174,2.30321999941353,1472.720799951245,75.54640895976316,SPECTRUM-OV-071
internal_1,234,11,2.301820950614756,101.65864548999988,4.778825215341874,SPECTRUM-OV-071
clone_2,192,11,1.8950461794670632,101.31679221347284,5.8046078872302145,SPECTRUM-OV-071
clone_1,81,3,2.222030634981346,36.45314278067098,1.3501163992841103,SPECTRUM-OV-071
clone_0,620,22,2.3009157565366345,269.45793136435003,9.56141046776726,SPECTRUM-OV-071
clone_3,210,14,1.5561936921055308,134.9446415734213,8.996309438228087,SPECTRUM-OV-071
clone_4,10,0,0.7964508366332576,12.555702800529179,0.0,SPECTRUM-OV-071
internal_0_pre_wgd,467,39,0.5515399999675812,846.7200928807515,70.71109983372443,SPECTRUM-OV-075
internal_0_post_wgd,44,2,1.103049569243173,39.88941315682611,1.813155143492096,SPECTRUM-OV-075
internal_1,53,2,1.1022041171069032,48.0854672718116,1.8145459347853434,SPECTRUM-OV-075
clone_0,93,5,1.055087852372004,88.14431877963652,4.7389418698729315,SPECTRUM-OV-075
clone_1,51,0,0.8995835246799455,56.692901326916605,0.0,SPECTRUM-OV-075
clone_2,65,3,0.4583761753165778,141.80492682698377,6.54484277663002,SPECTRUM-OV-075
clone_3,34,2,0.21467823802789535,158.3765560605264,9.316268003560378,SPECTRUM-OV-075
clone_0,629,92,1.2906046004768754,487.36847812845696,71.28441969446429,SPECTRUM-OV-080
internal_0,1254,175,1.9678758190101355,637.2353315621189,88.92837561672313,SPECTRUM-OV-081
internal_1,97,4,1.8963012209539996,51.15221090834969,2.1093695219938016,SPECTRUM-OV-081
clone_1,331,27,1.1417087447950474,289.91632192448446,23.648763419821993,SPECTRUM-OV-081
clone_2,138,6,0.8641866122494262,159.6877318439292,6.942944862779531,SPECTRUM-OV-081
clone_3,28,1,0.2507575784134368,111.66163023729226,3.9879153656175803,SPECTRUM-OV-081
clone_0_pre_wgd,141,6,1.9664769720845428,71.70183124521131,3.051141755115375,SPECTRUM-OV-081
clone_0_post_wgd,328,21,3.7889472755421676,86.56758095243377,5.542436585369236,SPECTRUM-OV-081
clone_0_pre_wgd,1278,86,1.8884908273219114,676.7308485222272,45.53900858600277,SPECTRUM-OV-082
clone_0_post_wgd,4663,226,2.9208075186745743,1596.4763067016518,77.37586217340194,SPECTRUM-OV-082
internal_0_pre_wgd,96,8,0.7979508180915126,120.30816664817341,10.02568055401445,SPECTRUM-OV-083
internal_0_post_wgd,569,50,1.1491560679523418,495.145973526372,43.51019099528752,SPECTRUM-OV-083
clone_0,370,31,0.15663365683462752,2362.19984566052,197.91404112290846,SPECTRUM-OV-083
clone_1,32,2,0.21898886241788362,146.126152931633,9.132884558227062,SPECTRUM-OV-083
clone_2,116,9,1.1471544872929604,101.11977182230723,7.84549953793763,SPECTRUM-OV-083
clone_0_pre_wgd,277,33,0.9221009462610258,300.4009497259399,35.787838776014496,SPECTRUM-OV-087
clone_0_post_wgd,2087,189,0.9515943571892745,2193.161386711429,198.6140402915477,SPECTRUM-OV-087
clone_0_pre_wgd,221,19,1.865026959579529,118.49694658023846,10.187520294228646,SPECTRUM-OV-105
clone_0_post_wgd,2562,288,2.833872584272221,904.0632293134513,101.62771664413505,SPECTRUM-OV-105
internal_0_pre_wgd,113,27,0.7672799709237657,147.273491140338,35.18924124592147,SPECTRUM-OV-107
internal_0_post_wgd,1070,169,1.3981344566100362,765.3055075935672,120.875355872255,SPECTRUM-OV-107
clone_0,141,8,1.2394746162286543,113.75787624358156,6.454347588288315,SPECTRUM-OV-107
clone_2,215,25,0.301635145640207,712.7816605842538,82.88158844002952,SPECTRUM-OV-107
clone_1,32,1,0.6345006041406601,50.43336411529411,1.576042628602941,SPECTRUM-OV-107
clone_0_pre_wgd,1073,69,0.71942096431907,1491.4772479776032,95.9104660861646,SPECTRUM-OV-110
clone_0_post_wgd,557,16,0.6221564031999851,895.2732739470957,25.717006073884257,SPECTRUM-OV-110
internal_0,1921,128,1.68589981532074,1139.4508632973143,75.92384721606258,SPECTRUM-OV-115
internal_1,198,11,1.6858967085291592,117.44491759091385,6.524717643939658,SPECTRUM-OV-115
clone_0,267,11,1.4834467083783685,179.98624318083617,7.4151635767385695,SPECTRUM-OV-115
clone_2,119,8,1.058670322582221,112.40515339066562,7.556648967439706,SPECTRUM-OV-115
clone_1,340,10,1.6791025907497852,202.4891164322346,5.9555622480069,SPECTRUM-OV-115
clone_3,71,1,0.9764798267536483,72.7101554530243,1.024086696521469,SPECTRUM-OV-115
internal_0_pre_wgd,207,22,0.9212091182781598,224.70467985261106,23.881656795929675,SPECTRUM-OV-118
internal_0_post_wgd,1228,52,1.3776458838783856,891.3756534755518,37.745548844241604,SPECTRUM-OV-118
clone_0/2/3,584,31,1.1701866712674358,499.0656741692898,26.491499827479426,SPECTRUM-OV-118
clone_1/4,454,12,0.9579758779798397,473.9158995917372,12.526411442953405,SPECTRUM-OV-118
internal_0_pre_wgd,494,48,1.3473137664033064,366.65549801272164,35.62644515103368,SPECTRUM-OV-129
internal_0_post_wgd,1066,94,2.1775295115078306,489.5456040280474,43.16818647151638,SPECTRUM-OV-129
clone_0,98,6,1.6127907996014668,60.764235525287326,3.720259317874734,SPECTRUM-OV-129
clone_1,80,3,0.90473699971739,88.42348663201501,3.315880748700563,SPECTRUM-OV-129
clone_2,91,2,1.3934783836385223,65.30420641502108,1.4352572838466173,SPECTRUM-OV-129
clone_4,36,2,1.3535262516958952,26.59719377802532,1.4776218765569622,SPECTRUM-OV-129
clone_3,2,0,0.23048800853578127,8.677241010087156,0.0,SPECTRUM-OV-129
internal_0_pre_wgd,1803,195,2.4254052300068136,743.3809318515137,80.39893605715206,SPECTRUM-OV-133
internal_0_post_wgd,1474,125,3.8144196778491954,386.42837560840496,32.7703846343627,SPECTRUM-OV-133
clone_0,231,10,3.6163053175542985,63.87734986829733,2.7652532410518322,SPECTRUM-OV-133
clone_1,226,13,3.0661801657582357,73.70734522513372,4.2398030439236205,SPECTRUM-OV-133
internal_0,2700,143,2.24066,1205.0020975962439,63.82048146528255,SPECTRUM-OV-139
clone_1,70,5,1.0747819436719652,65.12949013717775,4.65210643836984,SPECTRUM-OV-139
clone_0,231,17,2.2406599999999983,103.0946239054565,7.587050244124505,SPECTRUM-OV-139
